zip,type,primary_city,state,area_codes,latitude,longitude,estimated_population
56003,STANDARD,Mankato,MN,507,44.16,-93.99,12372
56006,PO BOX,Mankato,MN,507,44.16,-93.99,0
56007,STANDARD,Albert Lea,MN,507,43.65,-93.36,17858
56009,STANDARD,Alden,MN,507,43.67,-93.57,1471
56010,STANDARD,Amboy,MN,507,43.88,-94.15,1041
56011,STANDARD,Belle Plaine,MN,"952,507",44.62,-93.76,7401
56013,STANDARD,Blue Earth,MN,507,43.63,-94.09,3946
56014,STANDARD,Bricelyn,MN,507,43.56,-93.81,697
56016,STANDARD,Clarks Grove,MN,507,43.76,-93.32,923
56017,STANDARD,Cleveland,MN,507,44.32,-93.83,1457
56019,STANDARD,Comfrey,MN,507,44.11,-94.9,806
56020,PO BOX,Conger,MN,507,43.61,-93.52,0
56021,STANDARD,Courtland,MN,507,44.26,-94.34,953
56022,PO BOX,Darfur,MN,507,44.05,-94.83,0
56023,STANDARD,Delavan,MN,507,43.76,-94.01,443
56024,STANDARD,Eagle Lake,MN,507,44.15,-93.88,2391
56025,STANDARD,Easton,MN,507,43.76,-93.9,503
56026,STANDARD,Ellendale,MN,507,43.87,-93.3,1719
56027,STANDARD,Elmore,MN,"507,641",43.5,-94.08,816
56028,STANDARD,Elysian,MN,507,44.2,-93.67,1164
56029,STANDARD,Emmons,MN,"507,641",43.5,-93.48,634
56030,PO BOX,Essig,MN,507,44.32,-94.57,0
56031,STANDARD,Fairmont,MN,"507,612",43.64,-94.45,10681
56032,PO BOX,Freeborn,MN,507,43.76,-93.56,0
56033,STANDARD,Frost,MN,507,43.58,-93.92,0
56034,STANDARD,Garden City,MN,507,44.04,-94.18,470
56035,PO BOX,Geneva,MN,507,43.82,-93.26,0
56036,STANDARD,Glenville,MN,507,43.56,-93.27,1732
56037,STANDARD,Good Thunder,MN,507,44,-94.07,1473
56039,STANDARD,Granada,MN,507,43.69,-94.34,912
56041,STANDARD,Hanska,MN,507,44.14,-94.49,1020
56042,STANDARD,Hartland,MN,507,43.8,-93.48,636
56043,STANDARD,Hayward,MN,507,43.64,-93.24,463
56044,STANDARD,Henderson,MN,"507,952",44.53,-93.9,1755
56045,STANDARD,Hollandale,MN,507,43.75,-93.2,691
56046,PO BOX,Hope,MN,507,43.97,-93.34,0
56047,PO BOX,Huntley,MN,507,43.71,-94.18,0
56048,STANDARD,Janesville,MN,507,44.11,-93.7,3340
56050,STANDARD,Kasota,MN,507,44.29,-93.96,1311
56051,STANDARD,Kiester,MN,507,43.53,-93.71,647
56052,STANDARD,Kilkenny,MN,507,44.31,-93.57,674
56054,STANDARD,Lafayette,MN,507,44.44,-94.39,835
56055,STANDARD,Lake Crystal,MN,507,44.1,-94.21,3399
56056,PO BOX,La Salle,MN,507,44.07,-94.57,0
56057,STANDARD,Le Center,MN,507,44.38,-93.73,3405
56058,STANDARD,Le Sueur,MN,507,44.46,-93.9,5346
56060,STANDARD,Lewisville,MN,507,43.92,-94.43,0
56062,STANDARD,Madelia,MN,507,44.04,-94.41,2661
56063,STANDARD,Madison Lake,MN,507,44.2,-93.81,2375
56065,STANDARD,Mapleton,MN,507,43.92,-93.95,2377
56068,STANDARD,Minnesota Lake,MN,507,43.84,-93.82,959
56069,STANDARD,Montgomery,MN,507,44.43,-93.58,3792
56071,STANDARD,New Prague,MN,"952,612,507",44.54,-93.57,9948
56072,STANDARD,New Richland,MN,507,43.89,-93.49,2071
56073,STANDARD,New Ulm,MN,507,44.31,-94.46,14611
56074,STANDARD,Nicollet,MN,507,44.27,-94.18,1798
56075,PO BOX,Northrop,MN,507,43.73,-94.43,0
56078,STANDARD,Pemberton,MN,507,44,-93.78,0
56080,PO BOX,Saint Clair,MN,507,44.08,-93.85,645
56081,STANDARD,Saint James,MN,507,43.98,-94.62,5050
56082,STANDARD,Saint Peter,MN,"507,651",44.32,-93.96,9388
56083,STANDARD,Sanborn,MN,507,44.21,-95.12,816
56084,PO BOX,Searles,MN,507,44.25,-94.46,0
56085,STANDARD,Sleepy Eye,MN,507,44.29,-94.72,4879
56087,STANDARD,Springfield,MN,507,44.23,-94.97,2758
56088,STANDARD,Truman,MN,507,43.82,-94.43,1744
56089,STANDARD,Twin Lakes,MN,507,43.56,-93.42,0
56090,STANDARD,Vernon Center,MN,507,43.96,-94.16,557
56091,STANDARD,Waldorf,MN,507,43.93,-93.69,0
56093,STANDARD,Waseca,MN,507,44.08,-93.5,10276
56096,STANDARD,Waterville,MN,507,44.22,-93.57,2614
56097,STANDARD,Wells,MN,507,43.74,-93.72,3220
56098,STANDARD,Winnebago,MN,507,43.76,-94.16,1824
56101,STANDARD,Windom,MN,507,43.86,-95.11,4947
56110,STANDARD,Adrian,MN,507,43.63,-95.93,1666
56111,STANDARD,Alpha,MN,507,43.63,-94.87,0
56113,STANDARD,Arco,MN,507,44.38,-96.18,0
56114,STANDARD,Avoca,MN,507,43.94,-95.64,0
56115,STANDARD,Balaton,MN,507,44.23,-95.87,1176
56116,STANDARD,Beaver Creek,MN,507,43.61,-96.36,496
56117,STANDARD,Bigelow,MN,507,43.5,-95.68,0
56118,STANDARD,Bingham Lake,MN,507,43.9,-95.04,0
56119,STANDARD,Brewster,MN,507,43.69,-95.46,917
56120,STANDARD,Butterfield,MN,507,43.95,-94.79,898
56121,STANDARD,Ceylon,MN,507,43.53,-94.63,554
56122,STANDARD,Chandler,MN,507,43.92,-95.94,505
56123,STANDARD,Currie,MN,507,44.07,-95.66,470
56125,PO BOX,Dovray,MN,507,44.05,-95.54,0
56127,STANDARD,Dunnell,MN,507,43.56,-94.77,0
56128,STANDARD,Edgerton,MN,507,43.87,-96.13,1750
56129,STANDARD,Ellsworth,MN,"507,712",43.52,-96.01,693
56131,STANDARD,Fulda,MN,507,43.87,-95.6,2076
56132,STANDARD,Garvin,MN,507,44.21,-95.76,477
56134,STANDARD,Hardwick,MN,507,43.77,-96.19,0
56136,STANDARD,Hendricks,MN,"507,605",44.5,-96.42,1066
56137,STANDARD,Heron Lake,MN,507,43.79,-95.32,1003
56138,STANDARD,Hills,MN,"507,712",43.52,-96.36,796
56139,STANDARD,Holland,MN,507,44.09,-96.19,0
56140,PO BOX,Ihlen,MN,507,43.91,-96.37,0
56141,STANDARD,Iona,MN,507,43.91,-95.78,0
56142,STANDARD,Ivanhoe,MN,507,44.46,-96.25,845
56143,STANDARD,Jackson,MN,507,43.62,-94.98,3887
56144,STANDARD,Jasper,MN,"507,605",43.84,-96.39,1065
56145,STANDARD,Jeffers,MN,507,44.05,-95.19,540
56146,STANDARD,Kanaranzi,MN,507,43.54,-96.11,0
56147,STANDARD,Kenneth,MN,507,43.75,-96.07,0
56149,STANDARD,Lake Benton,MN,507,44.26,-96.29,1056
56150,STANDARD,Lakefield,MN,507,43.67,-95.17,2490
56151,STANDARD,Lake Wilson,MN,507,43.99,-95.95,735
56152,STANDARD,Lamberton,MN,507,44.22,-95.26,1198
56153,PO BOX,Leota,MN,507,43.8,-95.99,0
56155,STANDARD,Lismore,MN,507,43.74,-95.94,0
56156,STANDARD,Luverne,MN,507,43.65,-96.2,5162
56157,STANDARD,Lynd,MN,507,44.38,-95.89,638
56158,STANDARD,Magnolia,MN,507,43.64,-96.07,0
56159,STANDARD,Mountain Lake,MN,507,43.94,-94.92,2247
56160,STANDARD,Odin,MN,507,43.86,-94.74,0
56161,STANDARD,Okabena,MN,507,43.73,-95.31,0
56162,STANDARD,Ormsby,MN,507,43.85,-94.69,0
56164,STANDARD,Pipestone,MN,"507,605",44,-96.31,4934
56165,STANDARD,Reading,MN,507,43.71,-95.75,0
56166,STANDARD,Revere,MN,507,44.21,-95.36,0
56167,STANDARD,Round Lake,MN,507,43.53,-95.46,600
56168,STANDARD,Rushmore,MN,507,43.62,-95.79,868
56169,STANDARD,Russell,MN,507,44.31,-95.94,611
56170,STANDARD,Ruthton,MN,507,44.17,-96.1,522
56171,STANDARD,Sherburn,MN,507,43.65,-94.72,1528
56172,STANDARD,Slayton,MN,507,43.99,-95.75,2697
56173,STANDARD,Steen,MN,507,43.51,-96.26,0
56174,STANDARD,Storden,MN,507,44.03,-95.31,0
56175,STANDARD,Tracy,MN,507,44.23,-95.61,2593
56176,STANDARD,Trimont,MN,507,43.76,-94.71,1006
56177,PO BOX,Trosky,MN,507,43.88,-96.25,0
56178,STANDARD,Tyler,MN,507,44.27,-96.13,1502
56180,STANDARD,Walnut Grove,MN,507,44.22,-95.46,1093
56181,STANDARD,Welcome,MN,507,43.66,-94.61,1015
56183,STANDARD,Westbrook,MN,507,44.04,-95.43,1093
56185,STANDARD,Wilmont,MN,507,43.76,-95.82,511
56186,STANDARD,Woodstock,MN,507,44.01,-96.09,0
56187,STANDARD,Worthington,MN,507,43.62,-95.59,10806
56201,STANDARD,Willmar,MN,"320,952,651",45.12,-95.04,18474
56207,STANDARD,Alberta,MN,320,45.57,-96.05,0
56208,STANDARD,Appleton,MN,320,45.2,-96.02,1764
56209,STANDARD,Atwater,MN,320,45.13,-94.77,2092
56210,PO BOX,Barry,MN,320,45.55,-96.55,0
56211,STANDARD,Beardsley,MN,320,45.55,-96.71,0
56212,STANDARD,Bellingham,MN,320,45.13,-96.28,490
56214,STANDARD,Belview,MN,507,44.6,-95.32,650
56215,STANDARD,Benson,MN,320,45.31,-95.6,3906
56216,STANDARD,Blomkest,MN,320,44.94,-95.02,636
56218,STANDARD,Boyd,MN,"320,507",44.85,-95.9,509
56219,STANDARD,Browns Valley,MN,"320,605",45.59,-96.83,881
56220,STANDARD,Canby,MN,"507,320",44.71,-96.26,2568
56221,STANDARD,Chokio,MN,320,45.57,-96.17,706
56222,STANDARD,Clara City,MN,320,44.95,-95.36,1724
56223,STANDARD,Clarkfield,MN,320,44.79,-95.8,1152
56224,STANDARD,Clements,MN,507,44.37,-95.05,0
56225,STANDARD,Clinton,MN,320,45.46,-96.44,668
56226,STANDARD,Clontarf,MN,320,45.37,-95.67,0
56227,STANDARD,Correll,MN,320,45.23,-96.16,0
56228,STANDARD,Cosmos,MN,320,44.93,-94.69,792
56229,STANDARD,Cottonwood,MN,507,44.6,-95.67,1668
56230,STANDARD,Danube,MN,320,44.79,-95.1,737
56231,STANDARD,Danvers,MN,320,45.28,-95.75,0
56232,STANDARD,Dawson,MN,320,44.92,-96.04,1970
56235,STANDARD,Donnelly,MN,320,45.69,-96.01,522
56236,STANDARD,Dumont,MN,320,45.71,-96.42,0
56237,STANDARD,Echo,MN,507,44.62,-95.41,534
56239,STANDARD,Ghent,MN,507,44.51,-95.89,561
56240,STANDARD,Graceville,MN,320,45.56,-96.43,790
56241,STANDARD,Granite Falls,MN,"320,507",44.81,-95.53,3594
56243,STANDARD,Grove City,MN,320,45.15,-94.68,1436
56244,STANDARD,Hancock,MN,320,45.49,-95.79,1299
56245,STANDARD,Hanley Falls,MN,"507,320",44.69,-95.61,0
56248,STANDARD,Herman,MN,320,45.81,-96.13,722
56249,STANDARD,Holloway,MN,320,45.24,-95.91,0
56251,STANDARD,Kandiyohi,MN,320,45.13,-94.93,851
56252,STANDARD,Kerkhoven,MN,320,45.19,-95.32,1099
56253,STANDARD,Lake Lillian,MN,320,44.94,-94.88,900
56255,STANDARD,Lucan,MN,507,44.4,-95.41,0
56256,STANDARD,Madison,MN,320,45.01,-96.18,2338
56257,STANDARD,Marietta,MN,"320,507",45.01,-96.41,438
56258,STANDARD,Marshall,MN,507,44.45,-95.78,12055
56260,STANDARD,Maynard,MN,320,44.9,-95.46,824
56262,STANDARD,Milan,MN,320,45.11,-95.91,605
56263,STANDARD,Milroy,MN,"507,320",44.41,-95.55,490
56264,STANDARD,Minneota,MN,"507,320",44.56,-95.98,1825
56265,STANDARD,Montevideo,MN,320,44.95,-95.71,6866
56266,STANDARD,Morgan,MN,507,44.41,-94.92,1357
56267,STANDARD,Morris,MN,320,45.58,-95.9,4786
56270,STANDARD,Morton,MN,507,44.55,-94.98,1035
56271,STANDARD,Murdock,MN,320,45.22,-95.39,1060
56273,STANDARD,New London,MN,320,45.29,-94.94,4234
56274,STANDARD,Norcross,MN,320,45.86,-96.19,0
56276,STANDARD,Odessa,MN,320,45.26,-96.33,0
56277,STANDARD,Olivia,MN,"320,507",44.77,-94.99,2788
56278,STANDARD,Ortonville,MN,320,45.3,-96.44,2209
56279,STANDARD,Pennock,MN,320,45.14,-95.17,1087
56280,STANDARD,Porter,MN,507,44.64,-96.16,454
56281,STANDARD,Prinsburg,MN,320,44.93,-95.18,559
56282,STANDARD,Raymond,MN,320,45.01,-95.23,1381
56283,STANDARD,Redwood Falls,MN,507,44.54,-95.11,5710
56284,STANDARD,Renville,MN,320,44.79,-95.21,1784
56285,STANDARD,Sacred Heart,MN,320,44.78,-95.35,1002
56287,STANDARD,Seaforth,MN,507,44.47,-95.32,0
56288,STANDARD,Spicer,MN,320,45.23,-94.93,4226
56289,STANDARD,Sunburg,MN,320,45.34,-95.23,603
56291,STANDARD,Taunton,MN,507,44.59,-96.06,0
56292,STANDARD,Vesta,MN,507,44.5,-95.41,572
56293,STANDARD,Wabasso,MN,507,44.4,-95.25,1080
56294,PO BOX,Wanda,MN,507,44.31,-95.21,0
56295,STANDARD,Watson,MN,320,45.01,-95.79,0
56296,STANDARD,Wheaton,MN,"320,218",45.8,-96.49,1763
56297,STANDARD,Wood Lake,MN,507,44.65,-95.53,787
56301,STANDARD,Saint Cloud,MN,320,45.55,-94.17,21226
56302,PO BOX,Saint Cloud,MN,"320,612",45.55,-94.17,849
56303,STANDARD,Saint Cloud,MN,"320,612,651",45.55,-94.17,20644
56304,STANDARD,Saint Cloud,MN,320,45.55,-94.17,10660
56307,STANDARD,Albany,MN,320,45.63,-94.56,4213
56308,STANDARD,Alexandria,MN,320,45.87,-95.37,20392
56309,STANDARD,Ashby,MN,218,46.09,-95.81,1080
56310,STANDARD,Avon,MN,320,45.6,-94.45,4551
56311,STANDARD,Barrett,MN,"320,218",45.91,-95.89,590
56312,STANDARD,Belgrade,MN,320,45.45,-94.99,1997
56313,PO BOX,Bock,MN,320,45.78,-93.55,0
56314,STANDARD,Bowlus,MN,320,45.82,-94.4,1053
56315,STANDARD,Brandon,MN,"320,218",45.96,-95.59,1355
56316,STANDARD,Brooten,MN,320,45.5,-95.11,1173
56317,PO BOX,Buckman,MN,320,45.89,-94.09,0
56318,STANDARD,Burtrum,MN,320,45.86,-94.68,1013
56319,STANDARD,Carlos,MN,320,45.97,-95.29,1175
56320,STANDARD,Cold Spring,MN,320,45.45,-94.43,6910
56321,PO BOX,Collegeville,MN,320,45.64,-94.31,0
56323,STANDARD,Cyrus,MN,320,45.61,-95.73,445
56324,STANDARD,Dalton,MN,218,46.17,-95.91,976
56325,PO BOX,Elrosa,MN,320,45.56,-94.94,0
56326,STANDARD,Evansville,MN,"218,320",46,-95.68,1258
56327,STANDARD,Farwell,MN,320,45.75,-95.61,674
56328,PO BOX,Flensburg,MN,320,45.94,-94.53,0
56329,STANDARD,Foley,MN,"320,763",45.66,-93.9,5983
56330,STANDARD,Foreston,MN,320,45.73,-93.7,1389
56331,STANDARD,Freeport,MN,320,45.66,-94.68,1816
56332,STANDARD,Garfield,MN,"320,218",45.94,-95.49,1209
56333,PO BOX,Gilman,MN,320,45.73,-93.95,0
56334,STANDARD,Glenwood,MN,320,45.65,-95.38,4759
56335,PO BOX,Greenwald,MN,320,45.6,-94.85,0
56336,STANDARD,Grey Eagle,MN,320,45.82,-94.74,1230
56338,STANDARD,Hillman,MN,320,46,-93.88,1431
56339,STANDARD,Hoffman,MN,320,45.83,-95.78,916
56340,STANDARD,Holdingford,MN,320,45.73,-94.47,1868
56341,PO BOX,Holmes City,MN,320,45.8,-95.57,0
56342,STANDARD,Isle,MN,320,46.14,-93.46,2498
56343,STANDARD,Kensington,MN,320,45.77,-95.69,806
56344,PO BOX,Lastrup,MN,320,46.03,-94.06,0
56345,STANDARD,Little Falls,MN,320,45.97,-94.36,12016
56347,STANDARD,Long Prairie,MN,320,45.97,-94.86,5290
56349,STANDARD,Lowry,MN,320,45.7,-95.51,664
56350,STANDARD,Mc Grath,MN,"320,218",46.24,-93.27,0
56352,STANDARD,Melrose,MN,320,45.67,-94.81,4670
56353,STANDARD,Milaca,MN,"320,763",45.75,-93.65,7245
56354,STANDARD,Miltona,MN,"218,320",46.04,-95.29,1149
56355,STANDARD,Nelson,MN,320,45.88,-95.26,518
56356,PO BOX,New Munich,MN,320,45.63,-94.75,0
56357,STANDARD,Oak Park,MN,"320,763",45.69,-93.94,858
56358,STANDARD,Ogilvie,MN,320,45.83,-93.41,2594
56359,STANDARD,Onamia,MN,320,46.06,-93.66,2684
56360,STANDARD,Osakis,MN,320,45.86,-95.15,3196
56361,STANDARD,Parkers Prairie,MN,"320,218",46.15,-95.32,2040
56362,STANDARD,Paynesville,MN,320,45.37,-94.71,5003
56363,PO BOX,Pease,MN,320,45.69,-93.65,0
56364,STANDARD,Pierz,MN,320,45.97,-94.1,4188
56367,STANDARD,Rice,MN,320,45.74,-94.22,5831
56368,STANDARD,Richmond,MN,320,45.45,-94.51,3685
56369,PO BOX,Rockville,MN,320,45.47,-94.33,585
56371,STANDARD,Roscoe,MN,320,45.43,-94.63,0
56372,UNIQUE,Saint Cloud,MN,320,45.55,-94.17,0
56373,STANDARD,Royalton,MN,320,45.83,-94.28,2615
56374,STANDARD,Saint Joseph,MN,"320,218",45.56,-94.31,6660
56375,STANDARD,Saint Stephen,MN,320,45.7,-94.27,716
56376,PO BOX,Saint Martin,MN,320,45.5,-94.66,0
56377,STANDARD,Sartell,MN,320,45.62,-94.2,14443
56378,STANDARD,Sauk Centre,MN,320,45.73,-94.95,6587
56379,STANDARD,Sauk Rapids,MN,320,45.59,-94.16,13530
56381,STANDARD,Starbuck,MN,320,45.61,-95.53,2111
56382,STANDARD,Swanville,MN,320,45.91,-94.63,1249
56384,STANDARD,Upsala,MN,320,45.8,-94.56,0
56385,STANDARD,Villard,MN,320,45.71,-95.26,820
56386,STANDARD,Wahkon,MN,320,46.11,-93.52,533
56387,STANDARD,Waite Park,MN,320,45.55,-94.22,5111
56388,STANDARD,Waite Park,MN,320,45.56,-94.22,0
56389,PO BOX,West Union,MN,,45.8,-95.08,0
56393,UNIQUE,Saint Cloud,MN,320,45.55,-94.17,0
56395,UNIQUE,Saint Cloud,MN,320,45.55,-94.17,0
56396,UNIQUE,Saint Cloud,MN,320,45.55,-94.17,0
56397,PO BOX,Saint Cloud,MN,320,45.55,-94.17,0
56398,PO BOX,Saint Cloud,MN,320,45.55,-94.17,0
56399,UNIQUE,Saint Cloud,MN,320,45.55,-94.17,0
56401,STANDARD,Brainerd,MN,"218,320",46.35,-94.19,23511
56425,STANDARD,Baxter,MN,218,46.34,-94.28,6468
56430,PO BOX,Ah Gwah Ching,MN,218,47.06,-94.5,0
56431,STANDARD,Aitkin,MN,"218,320",46.53,-93.71,7072
56433,STANDARD,Akeley,MN,218,47,-94.72,1211
56434,STANDARD,Aldrich,MN,218,46.37,-94.93,0
56435,STANDARD,Backus,MN,218,46.82,-94.51,1961
56436,PO BOX,Benedict,MN,218,47.15,-94.69,0
56437,STANDARD,Bertha,MN,218,46.26,-95.06,947
56438,STANDARD,Browerville,MN,"320,218",46.08,-94.86,2416
56440,STANDARD,Clarissa,MN,218,46.12,-94.94,1002
56441,STANDARD,Crosby,MN,218,46.49,-93.95,2583
56442,STANDARD,Crosslake,MN,218,46.68,-94.09,2252
56443,STANDARD,Cushing,MN,"218,320",46.19,-94.57,1224
56444,STANDARD,Deerwood,MN,218,46.47,-93.89,2583
56446,STANDARD,Eagle Bend,MN,218,46.16,-95.03,1336
56447,STANDARD,Emily,MN,218,46.75,-93.96,839
56448,STANDARD,Fifty Lakes,MN,218,46.74,-94.09,0
56449,STANDARD,Fort Ripley,MN,"320,218",46.16,-94.36,1375
56450,STANDARD,Garrison,MN,"320,218",46.3,-93.82,880
56452,STANDARD,Hackensack,MN,218,46.92,-94.51,1729
56453,STANDARD,Hewitt,MN,218,46.32,-95.08,699
56455,STANDARD,Ironton,MN,218,46.48,-93.99,1358
56456,PO BOX,Jenkins,MN,218,46.65,-94.32,0
56458,STANDARD,Lake George,MN,218,47.2,-94.99,0
56459,PO BOX,Lake Hubert,MN,218,46.5,-94.25,0
56461,STANDARD,Laporte,MN,218,47.21,-94.75,2368
56464,STANDARD,Menahga,MN,218,46.74,-95.1,3225
56465,STANDARD,Merrifield,MN,218,46.46,-94.17,1878
56466,STANDARD,Motley,MN,218,46.33,-94.64,2480
56467,STANDARD,Nevis,MN,218,46.96,-94.84,1995
56468,STANDARD,Nisswa,MN,218,46.5,-94.29,4012
56469,STANDARD,Palisade,MN,218,46.71,-93.49,837
56470,STANDARD,Park Rapids,MN,218,46.91,-95.06,8476
56472,STANDARD,Pequot Lakes,MN,218,46.6,-94.32,6122
56473,STANDARD,Pillager,MN,218,46.32,-94.47,2795
56474,STANDARD,Pine River,MN,218,46.72,-94.39,3464
56475,STANDARD,Randall,MN,320,46.08,-94.49,1386
56477,STANDARD,Sebeka,MN,218,46.62,-95.08,2045
56478,STANDARD,Nimrod,MN,218,46.63,-94.88,0
56479,STANDARD,Staples,MN,218,46.36,-94.8,4060
56481,STANDARD,Verndale,MN,218,46.39,-95.01,1674
56482,STANDARD,Wadena,MN,218,46.43,-95.13,5246
56484,STANDARD,Walker,MN,218,47.08,-94.57,3282
56501,STANDARD,Detroit Lakes,MN,218,46.81,-95.84,12936
56502,PO BOX,Detroit Lakes,MN,218,46.81,-95.84,704
56510,STANDARD,Ada,MN,218,47.29,-96.51,1974
56511,STANDARD,Audubon,MN,218,46.86,-95.98,1596
56514,STANDARD,Barnesville,MN,218,46.64,-96.41,3111
56515,STANDARD,Battle Lake,MN,218,46.28,-95.71,2586
56516,STANDARD,Bejou,MN,218,47.44,-95.97,0
56517,STANDARD,Beltrami,MN,218,47.54,-96.52,0
56518,STANDARD,Bluffton,MN,218,46.46,-95.23,0
56519,STANDARD,Borup,MN,218,47.18,-96.5,0
56520,STANDARD,Breckenridge,MN,218,46.26,-96.58,3351
56521,STANDARD,Callaway,MN,218,46.98,-95.91,620
56522,STANDARD,Campbell,MN,218,46.09,-96.4,522
56523,STANDARD,Climax,MN,218,47.6,-96.81,0
56524,STANDARD,Clitherall,MN,218,46.27,-95.62,640
56525,PO BOX,Comstock,MN,218,46.66,-96.74,0
56527,STANDARD,Deer Creek,MN,218,46.39,-95.32,721
56528,STANDARD,Dent,MN,218,46.55,-95.71,1391
56529,STANDARD,Dilworth,MN,218,46.87,-96.69,3289
56531,STANDARD,Elbow Lake,MN,"218,320",45.99,-95.97,1734
56533,STANDARD,Elizabeth,MN,218,46.37,-96.13,0
56534,STANDARD,Erhard,MN,218,46.48,-96.09,1038
56535,STANDARD,Erskine,MN,218,47.66,-96.01,1036
56536,STANDARD,Felton,MN,218,47.07,-96.5,0
56537,STANDARD,Fergus Falls,MN,218,46.28,-96.06,15712
56538,PO BOX,Fergus Falls,MN,218,46.28,-96.06,0
56540,STANDARD,Fertile,MN,218,47.53,-96.29,1566
56541,PO BOX,Flom,MN,218,47.16,-96.13,0
56542,STANDARD,Fosston,MN,218,47.58,-95.74,2314
56543,STANDARD,Foxhome,MN,218,46.27,-96.31,0
56544,STANDARD,Frazee,MN,218,46.72,-95.69,4195
56545,STANDARD,Gary,MN,218,47.37,-96.26,614
56546,STANDARD,Georgetown,MN,218,47.07,-96.79,0
56547,STANDARD,Glyndon,MN,218,46.87,-96.57,2318
56548,STANDARD,Halstad,MN,218,47.35,-96.82,573
56549,STANDARD,Hawley,MN,218,46.87,-96.31,3869
56550,STANDARD,Hendrum,MN,218,47.26,-96.81,0
56551,STANDARD,Henning,MN,218,46.32,-95.44,1748
56552,STANDARD,Hitterdal,MN,218,46.97,-96.25,0
56553,STANDARD,Kent,MN,218,46.43,-96.68,0
56554,STANDARD,Lake Park,MN,218,46.88,-96.09,2238
56556,STANDARD,Mcintosh,MN,218,47.63,-95.88,895
56557,STANDARD,Mahnomen,MN,218,47.31,-95.96,2240
56560,STANDARD,Moorhead,MN,"218,701",46.86,-96.75,28610
56561,PO BOX,Moorhead,MN,218,46.86,-96.75,0
56562,STANDARD,Moorhead,MN,218,46.86,-96.75,0
56563,STANDARD,Moorhead,MN,218,46.86,-96.75,0
56565,STANDARD,Nashua,MN,218,46.03,-96.3,0
56566,STANDARD,Naytahwaush,MN,218,47.28,-95.63,0
56567,STANDARD,New York Mills,MN,218,46.51,-95.37,2703
56568,STANDARD,Nielsville,MN,218,47.52,-96.81,0
56569,STANDARD,Ogema,MN,218,47.1,-95.92,981
56570,STANDARD,Osage,MN,218,46.92,-95.25,1045
56571,STANDARD,Ottertail,MN,218,46.42,-95.55,1526
56572,STANDARD,Pelican Rapids,MN,218,46.57,-96.08,4703
56573,STANDARD,Perham,MN,218,46.59,-95.57,5226
56574,STANDARD,Perley,MN,218,47.17,-96.8,0
56575,STANDARD,Ponsford,MN,218,46.97,-95.38,508
56576,STANDARD,Richville,MN,218,46.5,-95.62,764
56577,PO BOX,Richwood,MN,218,46.97,-95.82,0
56578,STANDARD,Rochert,MN,218,46.86,-95.68,741
56579,STANDARD,Rothsay,MN,218,46.47,-96.28,1013
56580,STANDARD,Sabin,MN,218,46.78,-96.65,1017
56581,STANDARD,Shelly,MN,218,47.45,-96.82,0
56583,STANDARD,Tintah,MN,218,46.01,-96.32,0
56584,STANDARD,Twin Valley,MN,218,47.25,-96.25,1134
56585,STANDARD,Ulen,MN,218,47.07,-96.25,849
56586,STANDARD,Underwood,MN,218,46.28,-95.87,1644
56587,STANDARD,Vergas,MN,218,46.65,-95.8,1322
56588,STANDARD,Vining,MN,218,46.26,-95.53,471
56589,STANDARD,Waubun,MN,218,47.18,-95.93,1423
56590,STANDARD,Wendell,MN,"218,320",46.03,-96.1,0
56591,PO BOX,White Earth,MN,218,47.09,-95.85,0
56592,STANDARD,Winger,MN,218,47.53,-95.98,0
56593,PO BOX,Wolf Lake,MN,218,46.8,-95.35,0
56594,STANDARD,Wolverton,MN,218,46.56,-96.73,0
56601,STANDARD,Bemidji,MN,218,47.48,-94.87,22996
56619,PO BOX,Bemidji,MN,218,47.48,-94.87,1066
56621,STANDARD,Bagley,MN,218,47.52,-95.4,3543
56623,STANDARD,Baudette,MN,218,48.71,-94.58,2425
56626,STANDARD,Bena,MN,218,47.34,-94.2,0
56627,STANDARD,Big Falls,MN,218,48.18,-93.8,0
56628,STANDARD,Bigfork,MN,218,47.74,-93.65,1246
56629,PO BOX,Birchdale,MN,218,48.62,-94.1,0
56630,STANDARD,Blackduck,MN,218,47.72,-94.54,1927
56631,PO BOX,Bowstring,MN,218,47.54,-93.79,0
56633,STANDARD,Cass Lake,MN,218,47.37,-94.6,3423
56634,STANDARD,Clearbrook,MN,218,47.69,-95.42,1243
56636,STANDARD,Deer River,MN,218,47.33,-93.79,3996
56637,STANDARD,Talmoon,MN,218,47.6,-93.77,0
56639,STANDARD,Effie,MN,218,47.84,-93.63,0
56641,STANDARD,Federal Dam,MN,218,47.23,-94.21,0
56644,STANDARD,Gonvick,MN,218,47.73,-95.51,665
56646,STANDARD,Gully,MN,218,47.76,-95.62,0
56647,STANDARD,Hines,MN,218,47.68,-94.63,577
56649,STANDARD,International Falls,MN,218,48.58,-93.4,7765
56650,STANDARD,Kelliher,MN,218,47.94,-94.44,571
56651,STANDARD,Lengby,MN,218,47.51,-95.63,0
56652,STANDARD,Leonard,MN,218,47.65,-95.26,0
56653,STANDARD,Littlefork,MN,218,48.39,-93.55,1087
56654,STANDARD,Loman,MN,218,48.51,-93.8,0
56655,STANDARD,Longville,MN,218,46.98,-94.21,1276
56657,STANDARD,Marcell,MN,218,47.59,-93.69,0
