zip,type,primary_city,state,area_codes,latitude,longitude,estimated_population
29692,STANDARD,Ware Shoals,SC,864,34.39,-82.24,3718
29693,STANDARD,Westminster,SC,864,34.66,-83.09,10909
29695,UNIQUE,Hodges,SC,864,34.28,-82.24,0
29696,STANDARD,West Union,SC,864,34.76,-83.04,3582
29697,STANDARD,Williamston,SC,864,34.61,-82.47,9672
29698,UNIQUE,Greenville,SC,864,34.91,-82.09,0
29702,STANDARD,Blacksburg,SC,"864,803",35.12,-81.51,7392
29703,PO BOX,Bowling Green,SC,803,35.1,-81.22,0
29704,STANDARD,Catawba,SC,803,34.85,-80.91,2937
29706,STANDARD,Chester,SC,803,34.7,-81.21,15352
29707,STANDARD,Fort Mill,SC,803,34.99,-80.86,13054
29708,STANDARD,Fort Mill,SC,803,35,-80.94,21099
29709,STANDARD,Chesterfield,SC,843,34.73,-80.08,4736
29710,STANDARD,Clover,SC,"803,864",35.11,-81.22,23561
29712,STANDARD,Edgemoor,SC,803,34.8,-81.01,1893
29714,STANDARD,Fort Lawn,SC,803,34.7,-80.89,2202
29715,STANDARD,Fort Mill,SC,"803,704",35,-80.94,19975
29716,PO BOX,Fort Mill,SC,803,35,-80.94,774
29717,STANDARD,Hickory Grove,SC,"803,864",34.98,-81.41,1044
29718,STANDARD,Jefferson,SC,"843,803",34.65,-80.38,2673
29720,STANDARD,Lancaster,SC,803,34.72,-80.77,32663
29721,PO BOX,Lancaster,SC,803,34.72,-80.77,2233
29722,UNIQUE,Lancaster,SC,803,34.72,-80.77,0
29724,PO BOX,Lando,SC,803,34.76,-81.05,0
29726,STANDARD,Mc Connells,SC,803,34.86,-81.22,1384
29727,STANDARD,Mount Croghan,SC,843,34.76,-80.22,1078
29728,STANDARD,Pageland,SC,843,34.77,-80.38,7007
29729,STANDARD,Richburg,SC,803,34.71,-81.02,1893
29730,STANDARD,Rock Hill,SC,803,34.93,-81.02,38992
29731,PO BOX,Rock Hill,SC,803,34.93,-81.02,1197
29732,STANDARD,Rock Hill,SC,803,34.93,-81.02,44079
29733,UNIQUE,Rock Hill,SC,803,34.93,-81.02,0
29734,STANDARD,Rock Hill,SC,803,34.93,-81.02,0
29741,STANDARD,Ruby,SC,843,34.74,-80.17,1425
29742,STANDARD,Sharon,SC,803,34.95,-81.34,1975
29743,STANDARD,Smyrna,SC,"803,864",35.04,-81.41,992
29744,PO BOX,Van Wyck,SC,803,34.91,-80.84,0
29745,STANDARD,York,SC,803,34.99,-81.23,22847
29801,STANDARD,Aiken,SC,803,33.54,-81.72,17699
29802,PO BOX,Aiken,SC,803,33.54,-81.72,1608
29803,STANDARD,Aiken,SC,803,33.54,-81.72,30359
29804,PO BOX,Aiken,SC,803,33.54,-81.72,560
29805,STANDARD,Aiken,SC,803,33.54,-81.72,4367
29808,UNIQUE,Aiken,SC,803,33.54,-81.72,0
29809,STANDARD,New Ellenton,SC,803,33.41,-81.68,2062
29810,STANDARD,Allendale,SC,803,33,-81.3,3522
29812,STANDARD,Barnwell,SC,803,33.24,-81.36,8966
29813,PO BOX,Hilda,SC,803,33.27,-81.24,0
29816,PO BOX,Bath,SC,803,33.5,-81.87,971
29817,STANDARD,Blackville,SC,803,33.36,-81.28,3399
29819,STANDARD,Bradley,SC,864,34.04,-82.21,1242
29821,STANDARD,Clarks Hill,SC,"864,803",33.63,-82.14,1118
29822,PO BOX,Clearwater,SC,803,33.5,-81.9,1275
29824,STANDARD,Edgefield,SC,803,33.78,-81.93,4973
29826,PO BOX,Elko,SC,803,33.37,-81.37,0
29827,STANDARD,Fairfax,SC,803,32.95,-81.23,2342
29828,STANDARD,Gloverville,SC,803,33.52,-81.81,928
29829,STANDARD,Graniteville,SC,803,33.56,-81.81,6269
29831,STANDARD,Jackson,SC,803,33.32,-81.79,3125
29832,STANDARD,Johnston,SC,803,33.83,-81.8,3975
29834,PO BOX,Langley,SC,803,33.51,-81.84,1026
29835,STANDARD,Mc Cormick,SC,"864,803",33.91,-82.29,5273
29836,STANDARD,Martin,SC,803,33.06,-81.47,0
29838,STANDARD,Modoc,SC,"864,803",33.71,-82.18,0
29839,PO BOX,Montmorenci,SC,803,33.52,-81.63,0
29840,STANDARD,Mount Carmel,SC,864,34,-82.5,0
29841,STANDARD,North Augusta,SC,803,33.51,-81.95,24541
29842,STANDARD,Beech Island,SC,803,33.48,-81.89,4890
29843,STANDARD,Olar,SC,803,33.18,-81.18,879
29844,PO BOX,Parksville,SC,864,33.78,-82.21,0
29845,STANDARD,Plum Branch,SC,864,33.84,-82.25,957
29846,PO BOX,Sycamore,SC,803,33.03,-81.22,0
29847,STANDARD,Trenton,SC,803,33.74,-81.84,3711
29848,STANDARD,Troy,SC,864,33.98,-82.29,687
29849,STANDARD,Ulmer,SC,803,33.09,-81.2,0
29850,PO BOX,Vaucluse,SC,803,33.56,-81.81,0
29851,STANDARD,Warrenville,SC,803,33.51,-81.82,4955
29853,STANDARD,Williston,SC,803,33.4,-81.42,4728
29856,STANDARD,Windsor,SC,803,33.48,-81.51,2051
29860,STANDARD,North Augusta,SC,803,33.51,-81.95,11012
29861,PO BOX,North Augusta,SC,803,33.51,-81.95,1261
29899,UNIQUE,Mc Cormick,SC,864,33.91,-82.29,0
29901,PO BOX,Beaufort,SC,843,32.42,-80.68,1259
29902,STANDARD,Beaufort,SC,"803,843",32.42,-80.68,10427
29903,PO BOX,Beaufort,SC,843,32.42,-80.68,1206
29904,PO BOX,Beaufort,SC,843,32.42,-80.68,1024
29905,PO BOX,Beaufort,SC,843,32.42,-80.68,338
29906,STANDARD,Beaufort,SC,843,32.42,-80.68,14894
29907,STANDARD,Ladys Island,SC,843,32.43,-80.64,9271
29909,STANDARD,Okatie,SC,843,32.3,-80.92,13658
29910,STANDARD,Bluffton,SC,843,32.23,-80.86,27033
29911,STANDARD,Brunson,SC,803,32.92,-81.18,1271
29912,STANDARD,Coosawhatchie,SC,843,32.58,-80.92,0
29913,PO BOX,Crocketville,SC,803,32.91,-81.07,0
29914,PO BOX,Dale,SC,843,32.55,-80.69,0
29915,STANDARD,Daufuskie Island,SC,843,32.12,-80.86,0
29916,STANDARD,Early Branch,SC,"843,803",32.74,-80.92,1163
29918,STANDARD,Estill,SC,803,32.75,-81.24,3351
29920,STANDARD,Saint Helena Island,SC,843,32.38,-80.56,7522
29921,PO BOX,Furman,SC,803,32.68,-81.18,0
29922,STANDARD,Garnett,SC,803,32.6,-81.24,713
29923,PO BOX,Gifford,SC,803,32.86,-81.23,0
29924,STANDARD,Hampton,SC,803,32.86,-81.1,3231
29925,PO BOX,Hilton Head Island,SC,843,32.19,-80.74,1540
29926,STANDARD,Hilton Head Island,SC,843,32.19,-80.74,18627
29927,STANDARD,Hardeeville,SC,843,32.27,-81.07,5534
29928,STANDARD,Hilton Head Island,SC,"803,843",32.19,-80.74,12708
29929,STANDARD,Islandton,SC,843,32.9,-80.93,896
29931,PO BOX,Lobeco,SC,843,32.55,-80.74,0
29932,STANDARD,Luray,SC,803,32.81,-81.24,0
29933,PO BOX,Miley,SC,803,32.94,-81.03,0
29934,STANDARD,Pineland,SC,"843,803",32.6,-81.15,765
29935,STANDARD,Port Royal,SC,843,32.38,-80.69,3027
29936,STANDARD,Ridgeland,SC,"803,843",32.48,-80.98,8723
29938,PO BOX,Hilton Head Island,SC,843,32.19,-80.74,1309
29939,PO BOX,Scotia,SC,803,32.68,-81.24,0
29940,STANDARD,Seabrook,SC,843,32.56,-80.73,2380
29941,STANDARD,Sheldon,SC,843,32.6,-80.79,651
29943,STANDARD,Tillman,SC,843,32.46,-81.1,487
29944,STANDARD,Varnville,SC,"803,843",32.85,-81.08,3755
29945,STANDARD,Yemassee,SC,"803,843",32.69,-80.85,3476
30002,STANDARD,Avondale Estates,GA,"770,404",33.76,-84.26,4764
30003,PO BOX,Norcross,GA,770,33.94,-84.2,525
30004,STANDARD,Alpharetta,GA,"404,678,770",34.06,-84.27,45452
30005,STANDARD,Alpharetta,GA,"404,678,770",34.06,-84.27,27038
30006,PO BOX,Marietta,GA,678,33.95,-84.54,946
30007,PO BOX,Marietta,GA,770,33.95,-84.54,0
30008,STANDARD,Marietta,GA,"770,678",33.95,-84.54,20427
30009,STANDARD,Alpharetta,GA,678,34.06,-84.27,9051
30010,PO BOX,Norcross,GA,678,33.94,-84.2,741
30011,STANDARD,Auburn,GA,"770,678",34.01,-83.83,12240
30012,STANDARD,Conyers,GA,"678,770",33.66,-84.01,20467
30013,STANDARD,Conyers,GA,"678,770",33.66,-84.01,20037
30014,STANDARD,Covington,GA,"404,678,770",33.6,-83.85,24356
30015,PO BOX,Covington,GA,678,33.6,-83.85,1525
30016,STANDARD,Covington,GA,"770,678",33.6,-83.85,38269
30017,STANDARD,Grayson,GA,"770,678",33.89,-83.95,16626
30018,PO BOX,Jersey,GA,770,33.71,-83.8,0
30019,STANDARD,Dacula,GA,"770,678",33.98,-83.88,32732
30021,STANDARD,Clarkston,GA,"404,678,770",33.81,-84.24,15145
30022,STANDARD,Alpharetta,GA,"678,770,404",34.06,-84.27,51463
30023,PO BOX,Alpharetta,GA,678,34.06,-84.27,692
30024,STANDARD,Suwanee,GA,"770,678,404",34.05,-84.07,55195
30025,STANDARD,Social Circle,GA,"770,706,678",33.65,-83.71,7568
30026,PO BOX,North Metro,GA,678,34,-84.15,0
30028,STANDARD,Cumming,GA,"678,770",34.2,-84.13,15653
30029,PO BOX,North Metro,GA,678,34,-84.15,0
30030,STANDARD,Decatur,GA,"404,770,678",33.77,-84.29,20510
30031,PO BOX,Decatur,GA,404,33.77,-84.29,1101
30032,STANDARD,Decatur,GA,"404,770,678",33.77,-84.29,34467
30033,STANDARD,Decatur,GA,"404,678,770",33.77,-84.29,22336
30034,STANDARD,Decatur,GA,"404,770,678",33.77,-84.29,34866
30035,STANDARD,Decatur,GA,"770,678,404",33.77,-84.29,15456
30036,PO BOX,Decatur,GA,404,33.77,-84.29,834
30037,PO BOX,Decatur,GA,404,33.77,-84.29,875
30038,STANDARD,Lithonia,GA,"404,770,678",33.71,-84.1,27454
30039,STANDARD,Snellville,GA,"404,678,770",33.85,-84,33328
30040,STANDARD,Cumming,GA,"770,678",34.2,-84.13,45130
30041,STANDARD,Cumming,GA,"678,770,404",34.2,-84.13,43444
30042,PO BOX,Lawrenceville,GA,770,33.94,-83.99,735
30043,STANDARD,Lawrenceville,GA,"678,770,404",33.94,-83.99,61947
30044,STANDARD,Lawrenceville,GA,"678,770,404",33.94,-83.99,63934
30045,STANDARD,Lawrenceville,GA,"404,678,770",33.94,-83.99,50810
30046,STANDARD,Lawrenceville,GA,770,33.94,-83.99,2772
30047,STANDARD,Lilburn,GA,"404,770,678",33.88,-84.13,48371
30048,PO BOX,Lilburn,GA,"678,770",33.88,-84.13,1116
30049,PO BOX,Lawrenceville,GA,678,33.64,-84.26,702
30052,STANDARD,Loganville,GA,"678,770",33.83,-83.89,48549
30054,STANDARD,Oxford,GA,"678,770",33.62,-83.87,9519
30055,STANDARD,Mansfield,GA,"706,770,678",33.51,-83.73,2567
30056,STANDARD,Newborn,GA,"706,678,770",33.51,-83.69,2104
30058,STANDARD,Lithonia,GA,"404,678,770",33.71,-84.1,39848
30060,STANDARD,Marietta,GA,"404,770,678",33.95,-84.54,23627
30061,PO BOX,Marietta,GA,770,33.95,-84.54,1149
30062,STANDARD,Marietta,GA,"678,770,404",33.95,-84.54,53468
30063,UNIQUE,Marietta,GA,770,33.95,-84.54,0
30064,STANDARD,Marietta,GA,"678,404,770",33.95,-84.54,37766
30065,PO BOX,Marietta,GA,770,33.95,-84.54,528
30066,STANDARD,Marietta,GA,"404,678,770",33.95,-84.54,46080
30067,STANDARD,Marietta,GA,"404,770,678,334",33.95,-84.54,33810
30068,STANDARD,Marietta,GA,"678,770,404",33.95,-84.54,28538
30069,UNIQUE,Marietta,GA,678,33.95,-84.54,0
30070,PO BOX,Porterdale,GA,678,33.57,-83.89,861
30071,STANDARD,Norcross,GA,"404,678,770",33.94,-84.2,17175
30072,PO BOX,Pine Lake,GA,770,33.79,-84.2,1064
30073,STANDARD,Decatur,GA,404,33.7,-84.25,0
30074,PO BOX,Redan,GA,678,33.73,-84.15,483
30075,STANDARD,Roswell,GA,"404,678,770",34.03,-84.35,44807
30076,STANDARD,Roswell,GA,"678,770,404",34.03,-84.35,34455
30077,PO BOX,Roswell,GA,770,34.03,-84.35,722
30078,STANDARD,Snellville,GA,"678,404,770",33.85,-84,27489
30079,STANDARD,Scottdale,GA,"404,678",33.79,-84.26,2558
30080,STANDARD,Smyrna,GA,"404,678,770",33.86,-84.51,37216
30081,PO BOX,Smyrna,GA,770,33.86,-84.51,1013
30082,STANDARD,Smyrna,GA,"770,678",33.86,-84.51,20747
30083,STANDARD,Stone Mountain,GA,"404,678,770",33.8,-84.17,39661
30084,STANDARD,Tucker,GA,"678,770,404",33.85,-84.22,28906
30085,PO BOX,Tucker,GA,678,33.85,-84.22,753
30086,PO BOX,Stone Mountain,GA,"404,770",33.8,-84.17,1086
30087,STANDARD,Stone Mountain,GA,"678,770,404",33.8,-84.17,30003
30088,STANDARD,Stone Mountain,GA,"404,678,770",33.8,-84.17,19487
30090,STANDARD,Marietta,GA,770,33.95,-84.54,0
30091,PO BOX,Norcross,GA,"404,770",33.94,-84.2,781
30092,STANDARD,Norcross,GA,"678,770,404",33.94,-84.2,27101
30093,STANDARD,Norcross,GA,"678,770,404",33.94,-84.2,32902
30094,STANDARD,Conyers,GA,"770,678,404",33.66,-84.01,24556
30095,PO BOX,Duluth,GA,678,34,-84.15,716
30096,STANDARD,Duluth,GA,"678,770,404",34,-84.15,49623
30097,STANDARD,Duluth,GA,"678,404,770",34,-84.15,33363
30098,UNIQUE,Duluth,GA,678,34,-84.15,0
30099,UNIQUE,Duluth,GA,678,34,-84.15,0
30101,STANDARD,Acworth,GA,"404,770,678",34.05,-84.67,44804
30102,STANDARD,Acworth,GA,"404,678,770",34.05,-84.67,29964
30103,STANDARD,Adairsville,GA,"770,706,678",34.36,-84.91,11396
30104,STANDARD,Aragon,GA,"770,706,678",34.04,-85.05,3835
30105,STANDARD,Armuchee,GA,706,34.47,-85.21,2263
30106,STANDARD,Austell,GA,"678,770",33.82,-84.64,15566
30107,STANDARD,Ball Ground,GA,"678,770",34.33,-84.37,10682
30108,STANDARD,Bowdon,GA,"770,678",33.53,-85.25,6056
30109,PO BOX,Bowdon Junction,GA,678,33.65,-85.13,0
30110,STANDARD,Bremen,GA,"770,404,678",33.7,-85.15,9923
30111,PO BOX,Clarkdale,GA,678,33.82,-84.65,0
30112,PO BOX,Carrollton,GA,678,33.58,-85.08,1447
30113,STANDARD,Buchanan,GA,"770,678",33.8,-85.18,4629
30114,STANDARD,Canton,GA,"678,770",34.24,-84.49,37231
30115,STANDARD,Canton,GA,"678,770,706,404",34.24,-84.49,28564
30116,STANDARD,Carrollton,GA,"770,678",33.58,-85.07,17606
30117,STANDARD,Carrollton,GA,"678,770",33.58,-85.07,22971
30118,UNIQUE,Carrollton,GA,678,33.58,-85.07,0
30119,UNIQUE,Carrollton,GA,678,33.58,-85.07,0
30120,STANDARD,Cartersville,GA,"678,770",34.16,-84.8,31159
30121,STANDARD,Cartersville,GA,"678,770",34.16,-84.8,15766
30122,STANDARD,Lithia Springs,GA,"770,404,678",33.77,-84.64,16833
30123,PO BOX,Cassville,GA,,34.23,-84.84,728
30124,STANDARD,Cave Spring,GA,"706,678",34.1,-85.33,2451
30125,STANDARD,Cedartown,GA,"770,706,678",34.01,-85.25,17531
30126,STANDARD,Mableton,GA,"678,770,404",33.81,-84.56,29224
30127,STANDARD,Powder Springs,GA,"404,678,770",33.86,-84.68,48326
30129,PO BOX,Coosa,GA,706,34.22,-85.39,0
30132,STANDARD,Dallas,GA,"770,678,404",33.91,-84.83,25321
30133,PO BOX,Douglasville,GA,678,33.74,-84.74,911
30134,STANDARD,Douglasville,GA,"678,770,404",33.74,-84.74,32452
30135,STANDARD,Douglasville,GA,"678,770,404",33.74,-84.74,48247
30137,STANDARD,Emerson,GA,770,34.13,-84.73,1402
30138,PO BOX,Esom Hill,GA,678,33.93,-85.37,0
30139,STANDARD,Fairmount,GA,"706,770",34.44,-84.7,3221
30140,PO BOX,Felton,GA,678,33.88,-85.21,0
30141,STANDARD,Hiram,GA,"678,770",33.86,-84.77,17960
30142,PO BOX,Holly Springs,GA,770,34.17,-84.49,0
30143,STANDARD,Jasper,GA,"706,770,678",34.46,-84.42,17843
30144,STANDARD,Kennesaw,GA,"678,770",34.02,-84.61,38067
30145,STANDARD,Kingston,GA,"770,706,678",34.23,-84.94,6306
30146,PO BOX,Lebanon,GA,678,34.21,-84.44,0
30147,STANDARD,Lindale,GA,706,34.18,-85.18,3484
30148,STANDARD,Marble Hill,GA,"770,678,706",34.42,-84.34,639
30149,PO BOX,Mount Berry,GA,706,34.28,-85.18,0
30150,PO BOX,Mount Zion,GA,678,33.63,-85.18,0
30151,PO BOX,Nelson,GA,770,34.38,-84.37,0
30152,STANDARD,Kennesaw,GA,"678,404,770",34.02,-84.61,33285
30153,STANDARD,Rockmart,GA,"770,678",34,-85.04,13703
30154,PO BOX,Douglasville,GA,770,33.74,-84.74,656
30156,PO BOX,Kennesaw,GA,770,33.99,-84.65,763
30157,STANDARD,Dallas,GA,"770,678",33.91,-84.83,34689
30160,PO BOX,Kennesaw,GA,678,33.99,-84.65,0
30161,STANDARD,Rome,GA,706,34.26,-85.18,24576
30162,PO BOX,Rome,GA,706,34.26,-85.18,1069
30163,PO BOX,Rome,GA,706,34.26,-85.18,0
30164,PO BOX,Rome,GA,706,34.26,-85.18,755
30165,STANDARD,Rome,GA,706,34.26,-85.18,28535
30168,STANDARD,Austell,GA,"678,770",33.82,-84.64,18116
30169,PO BOX,Canton,GA,678,34.14,-84.3,697
30170,STANDARD,Roopville,GA,"770,678",33.45,-85.13,2372
30171,STANDARD,Rydal,GA,"706,770,678",34.37,-84.7,2739
30172,PO BOX,Shannon,GA,706,34.33,-85.08,878
30173,STANDARD,Silver Creek,GA,706,34.13,-85.13,5414
30175,STANDARD,Talking Rock,GA,"706,678",34.5,-84.5,4487
30176,STANDARD,Tallapoosa,GA,"770,678",33.75,-85.29,5269
30177,STANDARD,Tate,GA,770,34.42,-84.29,643
30178,STANDARD,Taylorsville,GA,"770,678",34.08,-84.98,3091
30179,STANDARD,Temple,GA,"770,678",33.73,-85.03,13219
30180,STANDARD,Villa Rica,GA,"770,678",33.73,-84.92,26821
30182,STANDARD,Waco,GA,770,33.7,-85.18,2084
30183,STANDARD,Waleska,GA,"770,678",34.31,-84.55,4162
30184,STANDARD,White,GA,"770,678",34.28,-84.74,5508
30185,STANDARD,Whitesburg,GA,"770,678",33.49,-84.91,3108
30187,STANDARD,Winston,GA,"770,678",33.65,-84.86,7398
30188,STANDARD,Woodstock,GA,"678,770,404",34.1,-84.51,43717
30189,STANDARD,Woodstock,GA,"678,770",34.1,-84.51,30483
30204,STANDARD,Barnesville,GA,"404,770,706,478,678",33.05,-84.15,9083
30205,STANDARD,Brooks,GA,"770,678",33.29,-84.45,2676
30206,STANDARD,Concord,GA,"770,678",33.09,-84.43,2292
30212,PO BOX,Experiment,GA,678,33.27,-84.27,587
30213,STANDARD,Fairburn,GA,"770,678",33.56,-84.58,24200
30214,STANDARD,Fayetteville,GA,"770,678,404",33.44,-84.46,21060
30215,STANDARD,Fayetteville,GA,"678,770",33.44,-84.46,28423
30216,STANDARD,Flovilla,GA,"678,770",33.25,-83.89,1717
30217,STANDARD,Franklin,GA,"706,678,770",33.28,-85.09,6520
30218,STANDARD,Gay,GA,"706,770",33.09,-84.57,1707
30219,PO BOX,Glenn,GA,706,33.28,-85.12,0
30220,STANDARD,Grantville,GA,"770,706,678",33.23,-84.82,4046
30222,STANDARD,Greenville,GA,"706,678,770",33.02,-84.71,3292
30223,STANDARD,Griffin,GA,"770,678",33.24,-84.27,26236
30224,STANDARD,Griffin,GA,770,33.24,-84.27,19652
30228,STANDARD,Hampton,GA,"770,678",33.38,-84.28,28888
30229,PO BOX,Haralson,GA,770,33.22,-84.57,0
30230,STANDARD,Hogansville,GA,"706,770",33.16,-84.9,6391
30233,STANDARD,Jackson,GA,"478,770,678",33.29,-83.96,17221
30234,STANDARD,Jenkinsburg,GA,"678,770",33.32,-84.03,1643
30236,STANDARD,Jonesboro,GA,"678,770,404",33.52,-84.35,35416
30237,PO BOX,Jonesboro,GA,678,33.52,-84.35,1058
30238,STANDARD,Jonesboro,GA,"404,678,770",33.52,-84.35,27283
30240,STANDARD,Lagrange,GA,"706,770",33.03,-84.98,22278
30241,STANDARD,Lagrange,GA,706,33.03,-84.98,18185
30248,STANDARD,Locust Grove,GA,"404,678,770",33.34,-84.1,18286
30250,PO BOX,Lovejoy,GA,678,33.43,-84.31,0
30251,STANDARD,Luthersville,GA,"770,678",33.2,-84.74,1916
30252,STANDARD,Mcdonough,GA,"404,770,678",33.45,-84.14,32305
30253,STANDARD,Mcdonough,GA,"678,770",33.45,-84.14,39530
30256,STANDARD,Meansville,GA,"770,706",33.04,-84.3,2180
30257,STANDARD,Milner,GA,770,33.11,-84.19,3333
30258,STANDARD,Molena,GA,"770,706,678",33.01,-84.5,1930
30259,STANDARD,Moreland,GA,"770,678",33.28,-84.77,2576
30260,STANDARD,Morrow,GA,"404,678,770",33.57,-84.34,18588
30261,PO BOX,Lagrange,GA,706,33.03,-84.98,0
30263,STANDARD,Newnan,GA,"770,678",33.37,-84.78,41478
30264,PO BOX,Newnan,GA,"678,770",33.37,-84.78,917
30265,STANDARD,Newnan,GA,"678,770",33.37,-84.78,25560
30266,PO BOX,Orchard Hill,GA,678,33.18,-84.21,0
30268,STANDARD,Palmetto,GA,"770,678",33.52,-84.66,7252
30269,STANDARD,Peachtree City,GA,"678,770,404",33.39,-84.56,31332
30270,UNIQUE,Peachtree City,GA,678,33.4,-84.6,0
30271,PO BOX,Newnan,GA,678,33.37,-84.78,834
30272,PO BOX,Red Oak,GA,404,33.62,-84.53,542
30273,STANDARD,Rex,GA,"770,678",33.58,-84.27,12398
30274,STANDARD,Riverdale,GA,"770,678,404",33.56,-84.4,24347
30275,PO BOX,Sargent,GA,678,33.41,-84.91,0
30276,STANDARD,Senoia,GA,"770,706,678",33.31,-84.55,11150
30277,STANDARD,Sharpsburg,GA,"770,678",33.34,-84.64,17054
30281,STANDARD,Stockbridge,GA,"678,770,404",33.54,-84.24,51336
30284,PO BOX,Sunny Side,GA,678,33.34,-84.29,0
30285,STANDARD,The Rock,GA,"770,706",32.96,-84.24,634
30286,STANDARD,Thomaston,GA,706,32.89,-84.32,17636
30287,PO BOX,Morrow,GA,404,33.57,-84.34,0
30288,STANDARD,Conley,GA,"404,678,770",33.63,-84.33,6499
30289,PO BOX,Turin,GA,770,33.32,-84.63,0
30290,STANDARD,Tyrone,GA,"770,678",33.46,-84.59,7212
30291,STANDARD,Union City,GA,770,33.57,-84.54,15038
30292,STANDARD,Williamson,GA,"678,770",33.18,-84.36,4640
30293,STANDARD,Woodbury,GA,706,32.98,-84.58,2377
30294,STANDARD,Ellenwood,GA,"404,770,678",33.63,-84.26,31079
30295,STANDARD,Zebulon,GA,"770,678",33.1,-84.34,3582
30296,STANDARD,Riverdale,GA,"770,678",33.56,-84.4,22048
30297,STANDARD,Forest Park,GA,"404,770,678",33.61,-84.35,19587
30298,PO BOX,Forest Park,GA,770,33.61,-84.35,659
30301,PO BOX,Atlanta,GA,"404,678,770",33.85,-84.39,814
30302,PO BOX,Atlanta,GA,404,33.75,-84.38,564
30303,STANDARD,Atlanta,GA,"404,678,770",33.75,-84.39,33905
30304,STANDARD,Atlanta,GA,404,33.64,-84.39,0
30305,STANDARD,Atlanta,GA,"404,678,770",33.83,-84.38,19084
30306,STANDARD,Atlanta,GA,"404,678,770",33.78,-84.34,16362
30307,STANDARD,Atlanta,GA,"404,770,678",33.76,-84.33,13838
30308,STANDARD,Atlanta,GA,"404,770,678",33.77,-84.37,10226
30309,STANDARD,Atlanta,GA,"404,678,770",33.78,-84.38,15857
30310,STANDARD,Atlanta,GA,"404,770,678",33.72,-84.42,19613
30311,STANDARD,Atlanta,GA,"404,678,770",33.76,-84.42,24266
30312,STANDARD,Atlanta,GA,"770,404,678",33.74,-84.37,12278
30313,STANDARD,Atlanta,GA,"404,678,770",33.76,-84.39,2783
30314,STANDARD,Atlanta,GA,"404,678,770",33.75,-84.42,11865
30315,STANDARD,Atlanta,GA,"404,770,678",33.7,-84.38,22397
30316,STANDARD,Atlanta,GA,"770,404,678",33.72,-84.32,23221
30317,STANDARD,Atlanta,GA,"770,404",33.74,-84.31,9531
30318,STANDARD,Atlanta,GA,"770,404,678",33.78,-84.44,34418
30319,STANDARD,Atlanta,GA,"404,770,678",33.87,-84.33,28448
30320,PO BOX,Atlanta,GA,404,33.63,-84.43,0
30321,PO BOX,Atlanta,GA,404,33.75,-84.38,1318
30322,UNIQUE,Atlanta,GA,404,33.79,-84.32,0
30324,STANDARD,Atlanta,GA,"404,678,770",33.81,-84.36,18894
30325,PO BOX,Atlanta,GA,770,33.79,-84.44,378
30326,STANDARD,Atlanta,GA,"404,706,678,770",33.84,-84.35,3443
30327,STANDARD,Atlanta,GA,"678,404,770",33.86,-84.42,24665
30328,STANDARD,Atlanta,GA,"404,678,770",33.93,-84.38,25021
30329,STANDARD,Atlanta,GA,"404,678,770",33.82,-84.32,18677
30330,UNIQUE,Atlanta,GA,"404,678",33.7,-84.43,0
30331,STANDARD,Atlanta,GA,"770,404",33.71,-84.53,38527
30332,UNIQUE,Atlanta,GA,404,33.76,-84.42,721
30333,PO BOX,Atlanta,GA,404,33.79,-84.32,0
30334,STANDARD,Atlanta,GA,"404,678",33.73,-84.4,0
30336,STANDARD,Atlanta,GA,404,33.74,-84.54,1245
30337,STANDARD,Atlanta,GA,"678,770,404",33.64,-84.46,8133
30338,STANDARD,Atlanta,GA,"678,770,404",33.94,-84.31,27642
30339,STANDARD,Atlanta,GA,"404,678,770",33.86,-84.47,58926
30340,STANDARD,Atlanta,GA,"770,678,404",33.89,-84.25,20626
30341,STANDARD,Atlanta,GA,"678,770,404",33.9,-84.3,21075
30342,STANDARD,Atlanta,GA,"404,678,770",33.88,-84.37,22085
30343,PO BOX,Atlanta,GA,404,33.75,-84.38,0
30344,STANDARD,Atlanta,GA,"404,678,770",33.66,-84.45,23804
30345,STANDARD,Atlanta,GA,"404,678,770",33.85,-84.28,17952
30346,STANDARD,Atlanta,GA,"678,770,404",33.92,-84.34,3318
30347,STANDARD,Atlanta,GA,404,33.82,-84.33,0
30348,PO BOX,Atlanta,GA,404,33.83,-84.38,0
30349,STANDARD,Atlanta,GA,"404,770,678",33.61,-84.49,53061
30350,STANDARD,Atlanta,GA,"678,770,404",33.97,-84.32,25506
30353,PO BOX,Atlanta,GA,404,33.75,-84.38,0
30354,STANDARD,Atlanta,GA,"404,770,678",33.76,-84.42,10897
30355,PO BOX,Atlanta,GA,404,33.83,-84.36,740
30356,PO BOX,Atlanta,GA,404,33.94,-84.33,362
30357,PO BOX,Atlanta,GA,404,33.79,-84.38,622
30358,PO BOX,Atlanta,GA,404,33.76,-84.42,607
30359,PO BOX,Atlanta,GA,404,33.82,-84.32,538
30360,STANDARD,Atlanta,GA,"678,770,404",33.76,-84.42,10858
30361,STANDARD,Atlanta,GA,"404,678",33.78,-84.38,0
30362,PO BOX,Atlanta,GA,"404,770",33.76,-84.42,645
30363,STANDARD,Atlanta,GA,404,33.84,-84.38,1505
30364,PO BOX,Atlanta,GA,404,33.67,-84.46,752
30366,PO BOX,Atlanta,GA,404,33.88,-84.29,0
30368,UNIQUE,Atlanta,GA,404,33.76,-84.42,0
30369,STANDARD,Atlanta,GA,"678,404",33.8,-84.47,0
